Region|Country|IncomeGroup|IDA Status|Financial closure year|Financial closure Month|Project name|RelatedNames|Type of PPI|Subtype of PPI|Project status|Primary sector|Secondary sector|Subsector|Segment|Location|ContractPeriod|TerminationYear|PubliclyTraded|StockExchange|MultipleSystems|NumberOfSystems|CaptiveFacility|SharePercent|GovtGrantingContract|TypeOfGovtSupport|InvestmentYear|PercentPrivate|GovtPaymentCommitments|PhysicalAssets|TotalInvestment|CPI Adjusted Investment|GovCashAssist|dateStatusUpdated|CapacityType|Capacity|CapacityYear|Technology|ContractHistory|RelatedProjects|BidCriteria|AwardMethod|NumberOfBids|NumberRenewalBids|Sponsors|MultiLateralSupport|Revenue Source|RenewalBidCriteria|RenewalAwardMethod|DevelopmentStage|CommissioningDate|ProjectGrid|CarbonCredits|FundingYear|PrivateFunding|PublicFunding|GovtFunding|BankLocalFunding|DonorFunding|DebtEquityGrantRatio
Latin America and the Caribbean|Nicaragua|Lower middle income|IDA|2010|January|Polaris Geothermal Power Plant Phases I + II|San Jacinto-Tizate project|Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|near San Jacinto|||No|N/A|No||No||Federal||2010|100|Not Available|370|370|389.7|Not Available||MW|72|2010|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Ram Power Corp. (100% / United States)|IFC (Loan / $31 Million / 2010), BCIE (Loan / $20 Million / 2010), BCIE (Syndication / $10 Million / 2010), IADB (Loan / $40 Million / 2010), IFC (Quasi-equity / $20 Million / 2011)|Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Nicaragua|Lower middle income|IDA|2011|October|La Fe San Martin Wind||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Isthmus of Rivas, Nicaragua|15|2027|No|N/A|No||No||Federal||2011|100|0|110|110|112.3|||MW|39.6|2011|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|Construcciones Lacayo Fiallos S.A. (.. / Nicaragua), M & Block, S.A. (.. / Panama)|IADB (Loan / $50 Million / 2011)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2012||Yes|||||||
Latin America and the Caribbean|Nicaragua|Lower middle income|IDA|2012|April|Globalq - Eolo Wind Project||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Lake Managua, Nicaragua|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|116|116|116.0|Not Available||MW|44|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Globeleq (100% / United Kingdom)|MIGA (Guarantee / $25 Million / 2012)||Not Applicable|Not Applicable|Financial Closure|2014||No|2012|||||91.5|78/22
Latin America and the Caribbean|Nicaragua|Lower middle income|IDA|2012|June|Albainsa - Alba Rivas Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Hacianda la Fe, Rivas, Nicaragua|Not Available|Not Available|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|40|2012|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|Albainsa (100% / Venezuela, RB)|||Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2013||No|||||||
Latin America and the Caribbean|Nicaragua|Lower middle income|IDA|2012|May|Inversiones Hidroelectricas SA - Small Hydro||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Nicaragua|Not Available|Not Available|No|N/A|No||No||Federal||2012|100|Not Available|14|14|14.0|Not Available||MW|5|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Inversiones Electricas SA (100% / Nicaragua)|IADB (Loan / $8 Million / 2012)||Not Applicable|Not Applicable|Financial Closure|2014||No|2012|||||8|56/44
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|1998|December|Empresa de Generacion Electrica Fortuna|Fortuna Hydroelectric Power Plant|Divestiture|Partial|Operational|Energy|N/A|Electricity|Electricity generation|Chiriqui|||No|N/A|No||No||..||1998|49|116|0|116|163.4|||MW|300|1998|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|El Paso Corporation (24% / United States), Globeleq (25% / United Kingdom)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|1999|March|Empresa de Generacion Electrica Chiriqui & Bayano|EGE Chiriqui, EGE Bayano, Esti Power Plant Project|Divestiture|Partial|Operational|Energy|N/A|Electricity|Electricity generation|..|||No|N/A|Yes|2|No||..||1999|51|91|0|91|125.4|||MW||1999|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|AES Corporation (49% / United States)|IFC (Loan / $45 Million / 2000), IFC (Syndication / $170 Million / 2000)||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|1999|March|Empresa de Generacion Electrica Chiriqui & Bayano|EGE Chiriqui, EGE Bayano, Esti Power Plant Project|Divestiture|Partial|Operational|Energy|N/A|Electricity|Electricity generation|..|||No|N/A|Yes|2|No||..||2002|51|0|320|320|408.5|||MW|232|2002|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|AES Corporation (49% / United States)|IFC (Loan / $45 Million / 2000), IFC (Syndication / $170 Million / 2000)||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2007|December|Changuinola Hydroelectric Plant||Greenfield project|Merchant|Construction|Energy|N/A|Electricity|Electricity generation|Province of Bocas del Toro, Changuinola River|10||No|N/A|No|1|No||Federal||2007|83|0|320|320|354.5|||MW|223|2007|Hydro, Large (>50MW)|||Not Available|Direct negotiation|Not Applicable|Not Applicable|AES Corporation (83% / United States)||Purchase agreements or transmission fees with private entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2007|October|Santa Fe Wind Farm||Greenfield project|Merchant|Construction|Energy|N/A|Electricity|Electricity generation|Veraguas province|||No|N/A|No|1|No||Federal||2007|100|0|150|150|166.1|||MW|81|2007|Wind, Onshore|||Not Available|Unsolicited proposals|Not Applicable|Not Applicable|Santa Fe Energy SA (100% / Panama)||Not Available|Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2010|June|Pando and Monte Lirio Hydropower Project|Electron Investment|Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|Chiriqui, Western Panama|50|2060|No|N/A|Yes|2|No||Federal||2010|100|Not Available|300.3|300.3|316.3|Not Available||MW|84|2010|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Inveravante Inversiones Universales, S.L (51% / Spain), Fundacion Fernando Eleta Almaran (Grupo Eleta) (49% / Panama)|IFC (Loan / $25 Million / 2010), IADB (Loan / $40 Million / 2010), IFC (Loan / $15 Million / 2010), CAF (Loan / $25 Million / 2010)|Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2011|June|GDF Dos Mares HPP||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Province of Chiriquí, in the Gualaca and David Districts|10|2021|No|N/A|Yes|3|No||Federal||2011|100|Not Available|450|450|459.5|Not Available||MW|118|2011|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|SUEZ (100% / France)|EIB (Loan / $211 Million / 2009)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2011|September|HSL Fonseca SHPP||Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|Chiriqui, Panama|Not Available|Not Available|No|N/A|No||No||Federal||2011|100|0|10.5|10.5|10.7|||MW|8.6|2011|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Grupo Cuerva (.. / Spain)||Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2013||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2012|March|Union Eolica Panamena - Chagres Wind Project||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|El Coco, Peronome, Cocle|15|2029|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|169|2012|Wind, Onshore|||Lowest tariff|Competitive bidding|4|Not Applicable|Union Eolica Espanola (100% / Spain)|||Not Applicable|Not Applicable|Advanced development/ awarded by government|2014||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2012|March|Union Eolica Panamena - La Rosa De Los Vientos Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Peronome, Cocle|15|2019|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|102|2012|Wind, Onshore|||Not Applicable||4|Not Applicable|Union Eolica Espanola (100% / Spain)|||Lowest tariff|Not Applicable|Advanced development/ awarded by government|2014||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2012|March|Union Eolica - Portobelo Wind Project||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|El Coco, Peronome, Cocle|15|2029|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|48|2012|Wind, Onshore|||Lowest tariff|Competitive bidding|4|Not Applicable|Union Eolica Espanola (100% / Spain)|||Not Applicable|Not Applicable|Advanced development/ awarded by government|2012||No|||||||
Latin America and the Caribbean|Panama|Upper middle income|Non-IDA|2012|March|Union Eolica - Maranon Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Juan Diaz and El Coco, Peronome, Cocle|15|2029|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|18|2012|Wind, Onshore|||Lowest tariff|Competitive bidding|4|Not Applicable|Union Eolica Espanola (100% / Spain)|||Not Applicable|Not Applicable|Advanced development/ awarded by government|2014||No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|1995|May|Empresa Electrica de Cahua SA|ElectroCahua|Divestiture|Partial|Operational|Energy|N/A|Electricity|Electricity generation|Pativilca River located at 100 miles north of Lima city|||No|N/A|No||No||..||1995|70|48.57|0|48.57|73.2|||MW||1995|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|SN Power (.. / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|1995|May|Empresa Electrica de Cahua SA|ElectroCahua|Divestiture|Partial|Operational|Energy|N/A|Electricity|Electricity generation|Pativilca River located at 100 miles north of Lima city|||No|N/A|No||No||..||2000|100|9|0|9|12.0|||MW|40|2000|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|SN Power (.. / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|1997|October|Gallito Ciego Power Plant|CNP Energia, Energia Pacasmayo|Greenfield project|Merchant|Operational|Energy|N/A|Electricity|Electricity generation|Jequetepeque River|||No|N/A|No||No||..||1997|100|0|0|0|0.0|||MW|38|1997|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|SN Power (100% / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|1998|July|Yanango - Chimay Power Project||Greenfield project|Merchant|Operational|Energy|N/A|Electricity|Electricity generation|Junin|||No|N/A|No||No||..||1998|100|0|60|60|84.5|||MW|40|1998|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Enersis (.. / Chile), Perene Peruana de Energia (.. / ..)|||Not Applicable|Not Applicable|Financial Closure|||No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|1998|July|Yanango - Chimay Power Project||Greenfield project|Merchant|Operational|Energy|N/A|Electricity|Electricity generation|Junin|||No|N/A|No||No||..||2000|100|0|140|140|186.7|||MW|181|2000|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Enersis (.. / Chile), Perene Peruana de Energia (.. / ..)|||Not Applicable|Not Applicable|Financial Closure|||No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2001|December|Empresa de Electricidad de los Andes SA|ElectroAndes|Divestiture|Full|Operational|Energy|N/A|Electricity|Electricity generation|Lima|||No|N/A|No||No||..||2001|100|0|227|227|294.4|||MW|183|2001|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|SN Power (100% / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2002|October|Poechos I and II||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation||||No|N/A|No||No||..||2002|100|0|16.3|16.3|20.8|||MW|15.4|2002|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Sinersa (.. / Peru)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2002|October|Poechos I and II||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation||||No|N/A|No||No||..||2009|100|0|14|14|15.0|Not Available||MW|25.4|2009|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Sinersa (.. / Peru)|||Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2004|May|Yuncan Hydroelectric Plant||Management and lease contract|Lease contract|Operational|Energy|N/A|Electricity|Electricity generation|Pasco Province|30|2035|No|N/A|No|1|No||Federal||2004||205|0|205|249.2||2/1/06|MW|130|2004|Hydro, Large (>50MW)|||Highest price paid to government|Competitive bidding|1|Not Applicable|SUEZ (.. / France)|||Not Applicable|Not Applicable|Financial Closure|2006|||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2007|December|El Platanal Hydroelectric Plant||Greenfield project|Merchant|Operational|Energy|N/A|Electricity|Electricity generation|provinces of Yauyos and Canete in the department of Lima|||No|N/A|No|1|Yes|25|Federal||2007|100|0|220|220|243.7||12/1/09|MW|210|2007|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Cementos Lima SA (60% / Peru), Cemento Andino SA (30% / Peru)||Sales to wholesale market|Not Applicable|Not Applicable|Financial Closure|2009|||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2009|April|La Joya Hydroelectric Plant||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Arequipa region|Not Available|Not Available|No|N/A|No||No||Federal||2009|100|Not Available|30.7|30.7|32.9|Not Available|12/1/09|MW|9.6|2009|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Others (.. / ..)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|2009|Peru national grid|Yes|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2010|December|Cheves Hydropower Project||Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|Churin and Checras rivers, approximately 245 km north of Lima|||No|N/A|No||No||Federal||2010|100|Not Available|253|253|266.5|Not Available||MW|168|2010|Hydro, Large (>50MW)|||Other||Not Applicable|Not Applicable|SN Power (99% / Norway)|IFC (Syndication / $180 Million / 2010), IFC (Loan / $70 Million / 2010)|Purchase agreements or transmission fees with private entity(ies)|Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2010|December|Maple Energy Ethanol Co-generation Facility||Greenfield project|Merchant|Construction|Energy|N/A|Electricity|Electricity generation|Piura|Not Applicable|Not Applicable|No|N/A|No||Yes|54|Federal||2010|100|Not Available|74|74|77.9|Not Available||MW|37|2010|Waste|||Not Applicable||Not Applicable|Not Applicable|Maple Energy Plc (100% / United Kingdom)|IADB (Loan / $25 Million / 2010), CAF (Loan / $65 Million / 2010)|Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure||||||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2011|June|Grupo T Arequipa Solar Plant|Majes Solar 20 TS|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Rural Arequipa region, southwestern Peru|20|2032|No|N/A|No||No||Federal||2011|100|0|87.3|87.3|89.1|||MW|20|2011|Solar, PV|||Not Available|Competitive bidding|Not Available|Not Applicable|Grupo T Solar (.. / Spain), Solarpack (.. / Spain), Assured Guaranty (.. / United States)|Other (Loan / $73 Million / 2011)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2012|SEIN|Yes|2011|||||72.7|
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2011|June|Grupo T Reparticion Solar Plant|Reparticion Solar 20 TS|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|The rural Arequipa region of southwestern Peru|20|2032|No|N/A|No||No||Federal||2011|100|0|87.3|87.3|89.1|||MW|20|2011|Solar, PV|||Not Available|Competitive bidding|Not Available|Not Applicable|Grupo T Solar (.. / Spain), Solarpack (.. / Spain), Assured Guaranty (.. / United States)|Other (Loan / $73 Million / 2011)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2012||Yes|2011|||||72.7|
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|August|Inkia - Cerro del Aguila||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Near Lima|15|2030|No|N/A|No||No||Federal||2012|100||905|905|905.0|Not Available||MW|510|2012|Hydro, Large (>50MW)|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Israel Corp. (75% / Israel)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2015||No|2012|375|||110|100|65/35
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|December|Enel - Tres Hermanas Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Nazca|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|208|208|208.0|Not Available||MW|90|2012|Wind, Onshore|||Lowest tariff|Competitive bidding|Not Available|Not Applicable|Enel SpA (100% / Italy)|||Not Applicable|Not Applicable|Advanced development/ awarded by government|2014||No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|January|Contour Global Cupisnique Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|North of Trujillo (55 km), La Libertad department, Peru|20|2033|No|N/A|No||No||Federal||2012|100|0|154.9|154.9|154.9|||MW|80|2012|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|ContourGlobal (100% / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2013|SEIN|No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|August|Norwind Chocan Hill I Wind Farm|Chocan Hill, el Cerro Chocan|Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Piuria, Peru|20|2032|No|N/A|No||No||Federal||2012|100|0|132|132|132.0|||MW|60|2012|Wind, Onshore|||Not Available|Competitive bidding|Not Available|Not Applicable|Norwind (100% / Norway)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2012|SEIN|No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|June|Conduit Panamericana/Tacna Solar Plant|Panamericana Solar 20 TS|Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Rural Arequipa region of southwestern Peru|20|2032|No|N/A|No||No||Federal||2012|100|0|210|210|210.0|||MW|40|2012|Solar, PV|||Not Available|Competitive bidding|Not Available|Not Applicable|Conduit Capital Partners LLC (81% / United States)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2012|SEIN|No|2012|||||185|88/12
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|June|ACS Marcona Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Nazca province, Peru|20|2032|No|N/A|No||No||Federal||2012|100|0|43.6|43.6|43.6|||MW|32|2012|Wind, Onshore|||Not Available|Competitive bidding|Not Available|Not Applicable|ACS Group (Actividades de Construccion y Servicios) (100% / Spain)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2012|SEIN|No|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|October|Contour Global - Talara Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Pariñas district, province of Talara (Piura)|20|2032|No|N/A|No||No||Federal||2012|100|0|70|70|70.0|||MW|30|2012|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|ContourGlobal (80% / United States)|||Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2012|SEIN|Yes|||||||
Latin America and the Caribbean|Peru|Upper middle income|Non-IDA|2012|February|Peruana de Inversiones Manta HPP||Greenfield project|Build, operate, and transfer|Under development|Energy|N/A|Electricity|Electricity generation|Ancash Region, Peru|25|2038|No|N/A|No||No||Federal||2012|100|0|34.7|34.7|34.7|||MW|18.4|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Peruana de Inversiones en Energías Renovables S.A.C (.. / Peru)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2013|SEIN|Yes|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|June|Agua Leguas Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Peralta district|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|100|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|EAB New Energy GmbH (50% / Germany), SEG Ingenieria (50% / Uruguay)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|December|IMPSA Libertador I Wind Farm||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Minas, Uruguay|20|2033|No|N/A|No|2|No||Federal||2012|100|2012|165|2177|2177.0|||MW|64.7|2012|Wind, Onshore|||Not Available|Competitive bidding|Not Available|Not Applicable|Impsa (100% / Argentina)|IADB (Loan / $66 Million / 2012)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2013||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|December|Abengoa - Palmaitir Wind Farm||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Cuchilla de Peralta|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|144|144|144.0|Not Available||MW|50|2012|Wind, Onshore|||Other|Competitive bidding|Not Available|Not Applicable|Abengoa (100% / Spain)|IADB (Loan / $44 Million / 2012)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2014||No|2011|||||118|82/18
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|September|Abengoa Teyma Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Tacuarembo, Uruguay|20|2033|No|N/A|No||No||Federal||2012|100|0|100|100|100.0|||MW|50|2012|Wind, Onshore|||Not Available||Not Applicable|Not Applicable|Abengoa (100% / Spain)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2013||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|September|Fingano Maldonando Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Maldonado, Uruguay|20|2033|No|N/A|No||No||Federal||2012|100|0|100|100|100.0|||MW|50|2012|Wind, Onshore|||Not Available||Not Applicable|Not Applicable|Fingano (100% / Argentina)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2013||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|April|IMPSA - Libertador IV||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Minas|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|153|153|153.0|Not Available||MW|50|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Impsa (100% / Argentina)|||Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|May|Akou - Minas Wind Project||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Lavalleja|20||No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|42|2012|Wind, Onshore|||Other|Direct negotiation|Not Applicable|Not Applicable|Akuo Energy (100% / France)|||Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|||No|||||||
Latin America and the Caribbean|Uruguay|Upper middle income|Non-IDA|2012|April|Grupo San Jose||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Maldonado|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|40|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Grupo San jose (100% / Spain)|||Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014||No|||||||
Middle East and North Africa|Algeria|Upper middle income|Non-IDA|2012|January|Kabertene Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Kabertene, 73 km north of the city of Adrar|Not Available||No|N/A|No||No||Federal||2012|100|Not Available|30.3|30.3|30.3|Not Available||MW|10|2012|Wind, Onshore|||Lowest tariff|Competitive bidding|Not Available|Not Applicable|Vinci (100% / France)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2012|Algeria|No|||||||
Middle East and North Africa|Egypt, Arab Rep.|Lower middle income|Non-IDA|2010|January|Kuraymat Solar/CCNG Plant|ISCCS Al Kuraymat (ISCCS Al Kuraymat)|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Al Kuraymat|||No|N/A|No|2|No||..||2010|0|Not Available|314.7|314.7|331.5|Not Available||MW|150|2010|Natural Gas, Steam, Solar, CSP|||Not Available|Competitive bidding|Not Available|Not Applicable|Solar Millennium (.. / Germany)|IBRD (Loan / $49 Million / 2010)|Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|2012|Egypt|No|2010||||||
Middle East and North Africa|Egypt, Arab Rep.|Lower middle income|Non-IDA|2012|December|Gamesa Gabal el Zeit Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation||||No|N/A|No||No||Federal||2012|100|Not Available||0|0.0|Not Available||MW|200|2012|Wind, Onshore|||Not Available|Competitive bidding|Not Available|Not Applicable|Gamesa (100% / Spain)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|||No|||||||
